Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	StrInitMin	StrInitMax	StrAptMin	StrAptMax	DexInitMin	DexInitMax	DexAptMin	DexAptMax	VitInitMin	VitInitMax	VitAptMin	VitAptMax	EngInitMin	EngInitMax	EngAptMin	EngAptMax	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval	FightPower
Mật tịch Kiếm Võ Đang (cao)	Mật tịch Kiếm Võ Đang (cao)	1	1	14	18	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											1920	2880	96	144	480	720	24	36	480	720	24	36	1920	2880	96	144	1258					3
Mật tịch Đao Côn Lôn (cao)	Mật tịch Đao Côn Lôn (cao)	1	1	14	19	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											2400	3600	120	180	960	1440	48	72	1440	2160	72	108	0	0	0	0	1259					3
Mật tịch Kiếm Côn Lôn (cao)	Mật tịch Kiếm Côn Lôn (cao)	1	1	14	20	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1260					3
Mật tịch Chùy Minh Giáo (cao)	Mật tịch Chùy Minh Giáo (cao)	1	1	14	21	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1261					3
Mật tịch Kiếm Minh Giáo (cao)	Mật tịch Kiếm Minh Giáo (cao)	1	1	14	22	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1262					3
Mật tịch Chỉ Đoàn Thị (cao)	Mật tịch Chỉ Đoàn Thị (cao)	1	1	14	23	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1263					3
Mật tịch Khí Đoàn Thị (cao)	Mật tịch Khí Đoàn Thị (cao)	1	1	14	24	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		100000			1		book																																																																									5	100																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1264					3
Mật tịch Đao Thiếu Lâm (150)	Mật tịch Đao Thiếu Lâm 150	1	1	14	25	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1981					3
Mật tịch Côn Thiếu Lâm (150)	Mật tịch Côn Thiếu Lâm 150	1	1	14	26	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1958					3
Mật tịch Thương Thiên Vương (150)	Mật tịch Thương Thiên Vương 150	1	1	14	27	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1982					3
Mật tịch Chùy Thiên Vương (150)	Mật tịch Chùy Thiên Vương 150	1	1	14	28	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1956					3
Mật tịch Hãm Tĩnh Đường Môn (150)	Mật tịch Hãm Tĩnh Đường Môn 150	1	1	14	29	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	2400	3600	120	180	2400	3600	120	180	0	0	0	0	1998					3
Mật tịch Tụ Tiễn Đường Môn (150)	Mật tịch Tụ Tiễn Đường Môn 150	1	1	14	30	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	2400	3600	120	180	2400	3600	120	180	0	0	0	0	1959					3
Mật tịch Đao Ngũ Độc (150)	Mật tịch Đao Ngũ Độc 150	1	1	14	31	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											2400	3600	120	180	960	1440	48	72	1440	2160	72	108	0	0	0	0	1984					3
Mật tịch Chưởng Ngũ Độc (150)	Mật tịch Chưởng Ngũ Độc 150	1	1	14	32	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1986					3
Mật tịch Chưởng Nga My (150)	Mật tịch Chưởng Nga My 150	1	1	14	33	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1962					3
Mật tịch Phụ Trợ Nga My (150)	Mật tịch Phụ Trợ Nga My 150	1	1	14	34	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1990					3
Mật tịch Kiếm Thúy Yên (150)	Mật tịch Kiếm Thúy Yên 150	1	1	14	35	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1964					3
Mật tịch Đao Thúy Yên (150)	Mật tịch Đao Thúy Yên 150	1	1	14	36	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1966					3
Mật tịch Chưởng Cái Bang (150)	Mật tịch Chưởng Cái Bang 150	1	1	14	37	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1970					3
Mật tịch Côn Cái Bang (150)	Mật tịch Côn Cái Bang 150	1	1	14	38	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											2400	3600	120	180	960	1440	48	72	1440	2160	72	108	0	0	0	0	1992					3
Mật tịch Chiến Nhẫn (150)	Mật tịch Chiến Nhẫn 150	1	1	14	39	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1440	2160	72	108	960	1440	48	72	2400	3600	120	180	0	0	0	0	1993					3
Mật tịch Ma Nhẫn (150)	Mật tịch Ma Nhẫn 150	1	1	14	40	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1972					3
Mật tịch Khí Võ Đang (150)	Mật tịch Khí Võ Đang 150	1	1	14	41	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1978					3
Mật tịch Kiếm Võ Đang (150)	Mật tịch Kiếm Võ Đang 150	1	1	14	42	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	480	720	24	36	480	720	24	36	1920	2880	96	144	1979					3
Mật tịch Đao Côn Lôn (150)	Mật tịch Đao Côn Lôn 150	1	1	14	43	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											2400	3600	120	180	960	1440	48	72	1440	2160	72	108	0	0	0	0	1974					3
Mật tịch Kiếm Côn Lôn (150)	Mật tịch Kiếm Côn Lôn 150	1	1	14	44	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1976					3
Mật tịch Chùy Minh Giáo (150)	Mật tịch Chùy Minh Giáo 150	1	1	14	45	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1996					3
Mật tịch Kiếm Minh Giáo (150)	Mật tịch Kiếm Minh Giáo 150	1	1	14	46	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1961					3
Mật tịch Chỉ Đoàn Thị (150)	Mật tịch Chỉ Đoàn Thị 150	1	1	14	47	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											1920	2880	96	144	960	1440	48	72	1920	2880	96	144	0	0	0	0	1898					3
Mật tịch Khí Đoàn Thị (150)	Mật tịch Khí Đoàn Thị 150	1	1	14	48	3	\image\item\equip\book\gaojimiji_s.spr	\image\item\equip\book\gaojimiji.spr	33			0		1000000			1		book																																																																									5	150																																																											0	0	0	0	0	0	0	0	2400	3600	120	180	2400	3600	120	180	1968					3
Như Lai Quyết Cấp 1	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	50	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		100000000			1		book			allskill_v	1	1			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	300	300					manamax_v	300	300																																	6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 2	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	51	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		200000000			1		book			allskill_v	2	2			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	600	600					manamax_v	360	360																																	6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 3	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	52	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		300000000			1		book			allskill_v	3	3			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	900	900					manamax_v	420	420					lifemax_p	3	3					manamax_p	3	3																			6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 4	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	53	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		400000000			1		book			allskill_v	4	4			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1200	1200					manamax_v	480	480					lifemax_p	4	4					manamax_p	3	3																			6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 5	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	54	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		500000000			1		book			allskill_v	5	5			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1500	1500					manamax_v	540	540					lifemax_p	5	5					manamax_p	4	4																			6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 6	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	55	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		600000000			1		book			allskill_v	6	6			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1800	1800					manamax_v	600	600					lifemax_p	6	6					manamax_p	4	4																			6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 7	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	56	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		700000000			1		book			allskill_v	7	7			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2100	2100					manamax_v	660	660					lifemax_p	7	7					manamax_p	5	5					lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 8	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	57	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		800000000			1		book			allskill_v	8	8			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2400	2400					manamax_v	720	720					lifemax_p	9	9					manamax_p	6	6					lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Như Lai Quyết Cấp 9	Hỗ trợ Chủ động Thiếu Lâm	1	1	14	58	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=yellow>Thiếu Lâm<color><color>		1		900000000			1		book			allskill_v	9	9			1901	1901	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2700	2700					manamax_v	780	780					lifemax_p	10	10					manamax_p	6	6					lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					6	1																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
