Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Hỏa - Nữ	1	1	17	8	3	\image\item\equip\mantle\fm_mantle03_s.spr	\image\item\equip\mantle\fm_mantle03.spr	32			4	1	4500000			1	1	mantle	2	2																																																																							8	1	7	4																																																								
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Hỏa - Nữ	1	1	17	8	4	\image\item\equip\mantle\fm_mantle04_s.spr	\image\item\equip\mantle\fm_mantle04.spr	32			4	1	9000000			1	1	mantle	2	2																																																																							8	1	7	4																																																								
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Hỏa - Nữ	1	1	17	8	5	\image\item\equip\mantle\fm_mantle05_s.spr	\image\item\equip\mantle\fm_mantle05.spr	32			4	1	18000000			1	1	mantle	3	3																																																																							8	1	7	4																																																								
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Hỏa - Nữ	1	1	17	8	6	\image\item\equip\mantle\fm_mantle06_s.spr	\image\item\equip\mantle\fm_mantle06.spr	32			4	1	30000000			1	1	mantle	3	3																																																																							8	1	7	4																																																								
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Hỏa - Nữ	1	1	17	8	7	\image\item\equip\mantle\fm_mantle07_s.spr	\image\item\equip\mantle\fm_mantle07.spr	32			4	1	72000000			1	1	mantle	4	4																																																																							8	1	7	4																																																								
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Hỏa - Nữ	1	1	17	8	8	\image\item\equip\mantle\fm_mantle08_s.spr	\image\item\equip\mantle\fm_mantle08.spr	32			4	1	180000000			1	1	mantle	4	4																																																																							8	1	7	4																																																								
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Hỏa - Nữ	1	1	17	8	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			4	1	360000000			1	1	mantle	5	5																																																																							8	1	7	4																																																								
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Hỏa - Nữ	1	1	17	8	10	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			4	1	900000000			1	1	mantle	5	5																																																																							8	1	7	4																																																								
Phi Phong Siêu Phàm Hi Ký	Phi Phong Siêu Phàm Hi Ký hệ Thổ - Nam	1	1	17	9	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			5	1	1800000			1	1	mantle	1	1																																																																							8	0	7	5																																																								
Phi Phong Xuất Trần Kinh Hồng	Phi Phong Xuất Trần Kinh Hồng hệ Thổ - Nam	1	1	17	9	2	\image\item\equip\mantle\ma_mantle02_s.spr	\image\item\equip\mantle\ma_mantle02.spr	32			5	1	3000000			1	1	mantle	1	1																																																																							8	0	7	5																																																								
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thổ - Nam	1	1	17	9	3	\image\item\equip\mantle\ma_mantle03_s.spr	\image\item\equip\mantle\ma_mantle03.spr	32			5	1	4500000			1	1	mantle	2	2																																																																							8	0	7	5																																																								
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Thổ - Nam	1	1	17	9	4	\image\item\equip\mantle\ma_mantle04_s.spr	\image\item\equip\mantle\ma_mantle04.spr	32			5	1	9000000			1	1	mantle	2	2																																																																							8	0	7	5																																																								
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Thổ - Nam	1	1	17	9	5	\image\item\equip\mantle\ma_mantle05_s.spr	\image\item\equip\mantle\ma_mantle05.spr	32			5	1	18000000			1	1	mantle	3	3																																																																							8	0	7	5																																																								
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Thổ - Nam	1	1	17	9	6	\image\item\equip\mantle\ma_mantle06_s.spr	\image\item\equip\mantle\ma_mantle06.spr	32			5	1	30000000			1	1	mantle	3	3																																																																							8	0	7	5																																																								
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Thổ - Nam	1	1	17	9	7	\image\item\equip\mantle\ma_mantle07_s.spr	\image\item\equip\mantle\ma_mantle07.spr	32			5	1	72000000			1	1	mantle	4	4																																																																							8	0	7	5																																																								
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Thổ - Nam	1	1	17	9	8	\image\item\equip\mantle\ma_mantle08_s.spr	\image\item\equip\mantle\ma_mantle08.spr	32			5	1	180000000			1	1	mantle	4	4																																																																							8	0	7	5																																																								
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Thổ - Nam	1	1	17	9	9	\image\item\equip\mantle\ma_mantle09_s.spr	\image\item\equip\mantle\ma_mantle09.spr	32			5	1	360000000			1	1	mantle	5	5																																																																							8	0	7	5																																																								
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Thổ - Nam	1	1	17	9	10	\image\item\equip\mantle\ma_mantle10_s.spr	\image\item\equip\mantle\ma_mantle10.spr	32			5	1	900000000			1	1	mantle	5	5																																																																							8	0	7	5																																																								
Phi Phong Siêu Phàm Hi Ký	Phi Phong Siêu Phàm Hi Ký hệ Thổ - Nữ	1	1	17	10	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			5	1	1800000			1	1	mantle	1	1																																																																							8	1	7	5																																																								
Phi Phong Xuất Trần Kinh Hồng	Phi Phong Xuất Trần Kinh Hồng hệ Thổ - Nữ	1	1	17	10	2	\image\item\equip\mantle\fm_mantle02_s.spr	\image\item\equip\mantle\fm_mantle02.spr	32			5	1	3000000			1	1	mantle	1	1																																																																							8	1	7	5																																																								
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thổ - Nữ	1	1	17	10	3	\image\item\equip\mantle\fm_mantle03_s.spr	\image\item\equip\mantle\fm_mantle03.spr	32			5	1	4500000			1	1	mantle	2	2																																																																							8	1	7	5																																																								
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Thổ - Nữ	1	1	17	10	4	\image\item\equip\mantle\fm_mantle04_s.spr	\image\item\equip\mantle\fm_mantle04.spr	32			5	1	9000000			1	1	mantle	2	2																																																																							8	1	7	5																																																								
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Thổ - Nữ	1	1	17	10	5	\image\item\equip\mantle\fm_mantle05_s.spr	\image\item\equip\mantle\fm_mantle05.spr	32			5	1	18000000			1	1	mantle	3	3																																																																							8	1	7	5																																																								
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Thổ - Nữ	1	1	17	10	6	\image\item\equip\mantle\fm_mantle06_s.spr	\image\item\equip\mantle\fm_mantle06.spr	32			5	1	30000000			1	1	mantle	3	3																																																																							8	1	7	5																																																								
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Thổ - Nữ	1	1	17	10	7	\image\item\equip\mantle\fm_mantle07_s.spr	\image\item\equip\mantle\fm_mantle07.spr	32			5	1	72000000			1	1	mantle	4	4																																																																							8	1	7	5																																																								
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Thổ - Nữ	1	1	17	10	8	\image\item\equip\mantle\fm_mantle08_s.spr	\image\item\equip\mantle\fm_mantle08.spr	32			5	1	180000000			1	1	mantle	4	4																																																																							8	1	7	5																																																								
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Thổ - Nữ	1	1	17	10	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			5	1	360000000			1	1	mantle	5	5																																																																							8	1	7	5																																																								
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Thổ - Nữ	1	1	17	10	10	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			5	1	900000000			1	1	mantle	5	5																																																																							8	1	7	5																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Kim -Nam	1	1	17	2000	10	\image\item\equip\mantle\ma_mantle_vn01_s.spr	\image\item\equip\mantle\ma_mantle_vn01.spr	32	Phi Phong Cấp 1		1	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	1																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Kim -Nữ	1	1	17	2001	10	\image\item\equip\mantle\fm_mantle_vn01_s.spr	\image\item\equip\mantle\fm_mantle_vn01.spr	32	Phi Phong Cấp 1		1	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	1																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Mộc -Nam	1	1	17	2002	10	\image\item\equip\mantle\ma_mantle_vn01_s.spr	\image\item\equip\mantle\ma_mantle_vn01.spr	32	Phi Phong Cấp 1		2	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	2																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Mộc -Nữ	1	1	17	2003	10	\image\item\equip\mantle\fm_mantle_vn01_s.spr	\image\item\equip\mantle\fm_mantle_vn01.spr	32	Phi Phong Cấp 1		2	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	2																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Thủy -Nam	1	1	17	2004	10	\image\item\equip\mantle\ma_mantle_vn01_s.spr	\image\item\equip\mantle\ma_mantle_vn01.spr	32	Phi Phong Cấp 1		3	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	3																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Thủy -Nữ	1	1	17	2005	10	\image\item\equip\mantle\fm_mantle_vn01_s.spr	\image\item\equip\mantle\fm_mantle_vn01.spr	32	Phi Phong Cấp 1		3	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	3																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Hỏa -Nam	1	1	17	2006	10	\image\item\equip\mantle\ma_mantle_vn01_s.spr	\image\item\equip\mantle\ma_mantle_vn01.spr	32	Phi Phong Cấp 1		4	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	4																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Hỏa -Nữ	1	1	17	2007	10	\image\item\equip\mantle\fm_mantle_vn01_s.spr	\image\item\equip\mantle\fm_mantle_vn01.spr	32	Phi Phong Cấp 1		4	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	4																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Thổ -Nam	1	1	17	2008	10	\image\item\equip\mantle\ma_mantle_vn01_s.spr	\image\item\equip\mantle\ma_mantle_vn01.spr	32	Phi Phong Cấp 1		5	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	5																																																								
[Đại Thánh] Huyền Tinh Phi Phong	Lv.1-Thổ -Nữ	1	1	17	2009	10	\image\item\equip\mantle\fm_mantle_vn01_s.spr	\image\item\equip\mantle\fm_mantle_vn01.spr	32	Phi Phong Cấp 1		5	1	950000000			1	1	mantle	8	8	lifemax_p	2	2	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	2	2	-1	-1	0	0	damage_all_resist	22	22	-1	-1	0	0															allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	5																																																								
[Siêu Thần] Nhật Tuyệt Nhẫn	Lv.2-Kim-Nam	1	1	17	2010	10	\image\item\equip\mantle\ma_mantle11_s.spr	\image\item\equip\mantle\ma_mantle11.spr	32	Phi Phong Cấp 2		1	1	1000000000			1	1	mantle	10	9	lifemax_p	4	4	-1	-1	0	0	lifemax_v	1500	1500	-1	-1	0	0	manamax_p	4	4	-1	-1	0	0	damage_all_resist	24	24	-1	-1	0	0															allseriesstateresisttime	125	125	-1	-1	0	0	allseriesstateresistrate	125	125	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	1																																																								
[Siêu Thần] Nguyệt Linh Kiếm	Lv.2-Kim-Nữ	1	1	17	2011	10	\image\item\equip\mantle\fm_mantle11_s.spr	\image\item\equip\mantle\fm_mantle11.spr	32	Phi Phong Cấp 2		1	1	1000000000			1	1	mantle	10	9	lifemax_p	4	4	-1	-1	0	0	lifemax_v	1500	1500	-1	-1	0	0	manamax_p	4	4	-1	-1	0	0	damage_all_resist	24	24	-1	-1	0	0															allseriesstateresisttime	125	125	-1	-1	0	0	allseriesstateresistrate	125	125	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	1																																																								
[Siêu Thần] Nhật Tuyệt Nhẫn	Lv.2-Mộc-Nam	1	1	17	2012	10	\image\item\equip\mantle\ma_mantle11_s.spr	\image\item\equip\mantle\ma_mantle11.spr	32	Phi Phong Cấp 2		2	1	1000000000			1	1	mantle	10	9	lifemax_p	4	4	-1	-1	0	0	lifemax_v	1500	1500	-1	-1	0	0	manamax_p	4	4	-1	-1	0	0	damage_all_resist	24	24	-1	-1	0	0															allseriesstateresisttime	125	125	-1	-1	0	0	allseriesstateresistrate	125	125	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	2																																																								
[Siêu Thần] Nguyệt Linh Kiếm	Lv.2-Mộc-Nữ	1	1	17	2013	10	\image\item\equip\mantle\fm_mantle11_s.spr	\image\item\equip\mantle\fm_mantle11.spr	32	Phi Phong Cấp 2		2	1	1000000000			1	1	mantle	10	9	lifemax_p	4	4	-1	-1	0	0	lifemax_v	1500	1500	-1	-1	0	0	manamax_p	4	4	-1	-1	0	0	damage_all_resist	24	24	-1	-1	0	0															allseriesstateresisttime	125	125	-1	-1	0	0	allseriesstateresistrate	125	125	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	allskill_v	1	1			896	896	8	1	7	2																																																								
[Siêu Thần] Nhật Tuyệt Nhẫn	Lv.2-Thủy-Nam	1	1	17	2014	10	\image\item\equip\mantle\ma_mantle11_s.spr	\image\item\equip\mantle\ma_mantle11.spr	32	Phi Phong Cấp 2		3	1	1000000000			1	1	mantle	10	9	lifemax_p	4	4	-1	-1	0	0	lifemax_v	1500	1500	-1	-1	0	0	manamax_p	4	4	-1	-1	0	0	damage_all_resist	24	24	-1	-1	0	0															allseriesstateresisttime	125	125	-1	-1	0	0	allseriesstateresistrate	125	125	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	allskill_v	1	1			896	896	8	0	7	3																																																								
